Entité,Type d'entité,Fréquence
"Centre de Sociologie
de l'Innovation de l'Ecole des Mines de Paris",LOC,1
Administrations concernées,MISC,1
Banque de Données Socio-Politiques,ORG,1
Isle-d'Abeau,LOC,1
Serveur Universitaire National pour l'Information Scientifique,ORG,1
THESA,ORG,1
"Conférence des Grandes
Ecoles",MISC,1
Bureau d1Ingéniérie Pédagogique,ORG,1
faul tenir,PER,1
12 Mars,LOC,1
M.E.N. {50 000 F,MISC,1
Fondation Européenne de la Science,ORG,1
Financements complémentaires,ORG,1
FIXE,ORG,1
Objectif,PER,1
Regrouper,PER,1
LILLE I,LOC,1
PUR,ORG,1
Lab or,MISC,1
Jire d'Economie,PER,1
"LILLE I)
Coopérations",LOC,1
Université du Kent,LOC,1
Institut International de Sciences sur les Systèmes Appliqués,ORG,1
"I.A.A.)
Organismes",MISC,1
"Conseil Régional du Nord-Pas de Calais
",LOC,1
SOCIETES INDUSTRIELLLES,MISC,1
RAPPORT,MISC,1
"Comité National du C.N.R.S.l
Sociologie",ORG,1
Sciences de l'économie et de la gestion,ORG,1
Histoires,MISC,1
Chemin du Trouvère,LOC,1
VILLENEUVE,MISC,1
Formatjons consJUytjyes,MISC,1
"jnstjtytjonnel!e p.
2 Mjssjons",PER,1
Activités,LOC,1
2 Mjse,MISC,1
place jnstjb•tjpnnelle,LOC,1
"11
",MISC,1
Prodyctjon,MISC,1
Stratégjes des firmes,MISC,1
Poljtjgues goyyemementales,MISC,1
Royayme-,ORG,1
Nord -Pas-de-calais,LOC,1
Aoricuttyre,LOC,1
Mutatjons socjo,LOC,1
EAMES,ORG,1
l'Europe dy Nord-Oyest,LOC,1
Trans,LOC,1
Convention C.N.R.SJRégion Nord-Pas-de-Calais,ORG,1
Convention,LOC,1
"Institut
-composition et ccmpétences du Conseil d'Institut",ORG,1
"Institut
1",ORG,1
Universités du Nord -Pas-de-Calais,MISC,1
Sciences et des Techniques de,MISC,1
Lille-Flandre,LOC,1
Lille TI,LOC,1
Arts,LOC,1
Lille Ill,ORG,1
Université de Valenciennes-Hainaut-Cambraisis,ORG,1
Centre de Recherches Adminis,ORG,1
Laboratoire de Recherches,PER,1
l.A.B.O.R.E.S.,LOC,1
Une seconde Convention,MISC,1
"Conseil
Régional du Nord -Pas-de-Calais",ORG,1
"Madame le Directeur Scientifique du
Département",PER,1
"Sciences de
l'Homme et de la Société ;
- fédérer",MISC,1
Conseil Régional du Nord - Pas-de-Calais,LOC,1
Conseil Régional Nord -Pas-de-Calais,LOC,1
Programme de l'Institut,ORG,1
"Programme de
l'Institut",ORG,1
"Programme
Scientifique",ORG,1
S7,MISC,1
Groupe de Préparation,ORG,1
Projet Scientifique,MISC,1
JUln,MISC,1
PMI/,LOC,1
CLERSE-LAST,ORG,1
CLERSE-LAST,MISC,1
Nos formations,MISC,1
Docteur-Ingénieur,LOC,1
"Institut
2.1",ORG,1
Indépendamment de la nomination du Chargé de Mission,MISC,1
Serge FENEUILLE,PER,1
"Institut d'une structure
d'animation",ORG,1
Ingénieur d'Etudes,ORG,1
"Directeur, d'un Secrétaire Général",MISC,1
Monsieur Pierre-Marie,ORG,1
SAR 1,ORG,1
Groupe de Préparation informel,ORG,1
"Chargé de
mission",MISC,1
J'activité principale,MISC,1
Villeneuve-d.'Ascq,LOC,1
"Conseil Régional
du Nord-Pas-de-Calais",LOC,1
"Secrétaire
Général",LOC,1
"Bibliothèque
Universitaire",ORG,1
gare SNCF,LOC,1
"Direction
Scientifique",ORG,1
Programme arrêté,ORG,1
UA C.N.R.S.,MISC,1
Comparaison France-RFA,LOC,1
"BETA
de Strasbourg",LOC,1
P. Lierena,LOC,1
A. Krasa,PER,1
"Karlsruhe
Calendrier",PER,1
"Ministère de la Recherche
et de l'",ORG,1
"Conseil Régional Nord -
Pas-de-Calais",LOC,1
"POLE
PRODUCTIQUE NORD",ORG,1
RESEAU REGIONAL,MISC,1
"Ministère de la Recherche et du Conseil
Régional",ORG,1
institutionneL,MISC,1
Passée,MISC,1
"Plan
Productique Régional",ORG,1
"Réseau
lui-même",ORG,1
"Comité de Pilotage du
Réseau",MISC,1
Réseau d'une recherche-intervention,ORG,1
"Réseau
avec des entreprises régionales",ORG,1
DAO-CAO-CFAO,MISC,1
France-Allemagne,ORG,1
"Transfert de
Technologie",MISC,1
Lauder,LOC,1
D. FORAY,PER,1
Land de Bad-Wurtemberg,ORG,1
"Institut de Recherche sur les Systèmes Techniques
de l'Innovation",ORG,1
Cohendet,PER,1
P. Lierena,PER,1
Land du Bad-Wurtemberg,MISC,1
Innovationsforschung,ORG,1
"Objectifs
Définition",PER,1
O. WEINSTEIN,ORG,1
"John
Hopkins",PER,1
J. MOULAERT,PER,1
"Université
de Lille 1",ORG,1
E. SWYNGEDOUW,PER,1
M. LEMATTRE,ORG,1
"Un projet de recherche sur ""Les industries de haute technologie et le
développement régional",MISC,1
Université du Pays de Galle,ORG,1
Department of Town Planning,ORG,1
K. MORGAN de l',MISC,1
School of Social Science,ORG,1
M. LEMAITRE,ORG,1
IREP-Développement,ORG,1
GREE,ORG,1
Un rapport intermédiaire,MISC,1
P AE,LOC,1
n,MISC,1
Calendrier,PER,1
"ENTREPRISE
Recherche comparative internationale",ORG,1
Responsable Sociologie,PER,1
Responsable Economie,PER,1
J.P.GEHIN,MISC,1
Grenoble II,MISC,1
BEL,PER,1
I.A.E. {Grenoble Il,MISC,1
ECHEVIN,ORG,1
Responsable Science de Gestion,MISC,1
"GIRAUD-HERAUD
Equipes étrangères",MISC,1
"Sociologue
2",MISC,1
Thjectifs,PER,1
La recherche de terrain,MISC,1
TELEPHONIE,ORG,1
N = 2 500,MISC,1
CATALOGUE,ORG,1
Ns = 3 700,MISC,1
L,MISC,1
Nl = 3 200,MISC,1
CHAUFFE,ORG,1
France-RFA,LOC,1
CNR,ORG,1
"Documents
",ORG,1
-Les bilans sociaux,LOC,1
ETABLISSEMENT,ORG,1
Documents,MISC,1
ETABLISSEMENT,LOC,1
François ST ANKIEWICZ,PER,1
Préciser,LOC,1
Office Régional des Formations,MISC,1
"Qualifications et
des Emplois",MISC,1
Le travail d'enquête auprès des entreprises,MISC,1
Agro-alimentaire,MISC,1
Travaux Publics,ORG,1
Bâtiment,LOC,1
Textile-Habillement,LOC,1
IXe Journées CNRS d'Economie du Travail,ORG,1
Schémas,LOC,1
Seconde vague d'enquêtes,MISC,1
Aménagement du Temps de Travail,MISC,1
Interférence,PER,1
Marc,MISC,1
DEFOURNY,PER,1
Faculté des Sciences Juridiques,ORG,1
DOUTIE,ORG,1
CRESGE Industries & Services LABORES,ORG,1
SALAIS,MISC,1
GS 89,MISC,1
IEPE,MISC,1
BOUSSARD,ORG,1
OGER,ORG,1
DAUCHY,ORG,1
AMMEUX,ORG,1
MILLEQUAl'\JT,MISC,1
SALAIS,ORG,1
DEFOURNY,ORG,1
"Méthodologie
La recherche",PER,1
PlRITEM,MISC,1
Séminaire méthodologique,LOC,1
Rédaction du document final,MISC,1
CONVERT CLARU,ORG,1
V. MANGIN,ORG,1
LARU-IDN,MISC,1
OMit'\TOR,ORG,1
H. CUKROWICZ,MISC,1
A DUBUS,MISC,1
PIRTTE~1,LOC,1
"Leur emploi, mode d'obtention",MISC,1
Qes obstacles,MISC,1
Coventry,LOC,1
S. POLffiOUES GOUVERNEMENTALES,PER,1
RECESSION CHARBONNIERE,MISC,1
Jean-Louis TillEBAULT,PER,1
Xavier VANDENDRIESSCHE,PER,1
Denis TA,PER,1
UST,ORG,1
C.D.F.,ORG,1
Etat/CDF,MISC,1
Public-Privé,LOC,1
Espaces et Gestions,MISC,1
Compte,ORG,1
"Grande-Bretagne
Je me suis intéressée",ORG,1
Jacques Leruez,PER,1
Revue Politiques,PER,1
Charbonnages de France,MISC,1
Politiques gouvernementales,ORG,1
Thiebault,PER,1
Université de Durham,ORG,1
Hénin-Beaumont,LOC,1
"Institut
International de Science Administrative",ORG,1
Proposé,MISC,1
Nord-Pas-de-Calais/Rhône-Alpes,LOC,1
L.A.S.T.-C.L.E.R.S.E,MISC,1
"Mutations
Economiques des Services",ORG,1
"Florence CATRICE
Chercheurs",PER,1
Peter TORDOIR,PER,1
Piet COPPIETERS,ORG,1
Précédant,MISC,1
"The Functions of services and
the theoretical approach to national and international classifications",MISC,1
Deuxièmes Journées Internationales d'Etude,ORG,1
Economie des Services,MISC,1
Cahiers ERMES na 3,MISC,1
Comissariat Général du Plan,LOC,1
"F.
MOULAERT",PER,1
Services Market: International Report,ORG,1
"Comité
Scientifique International",ORG,1
"Programme
Scientifique 1986-1987de",ORG,1
EURQPE DU NQRD·QUEST,LOC,1
Yvan CHAUVIRE,PER,1
Christian V ANDERMOTTEN,PER,1
Michel POULAIN,PER,1
Christine WATTELAR,PER,1
-Laboratory of Human Geography,MISC,1
"Equipe de Démogéographie du Laboratoire de Géographie
Humaine",ORG,1
"Université de Lille I.
Le programme de l'équipe",ORG,1
MASSON Editeur,PER,1
"Annuaire des
Pays-Bas français",LOC,1
Chaire Quételet,MISC,1
Population âgée et révolution grise,MISC,1
"Colloque national
de démographie",MISC,1
"Jean-Pierre
RENARD",PER,1
"Colloque
national de la Commission de Géographie de la Population",MISC,1
Président du Comité scientifique du colloque,ORG,1
"NORD-PAS-DE-CALAIS
",MISC,1
Historien,LOC,1
Marcel,PER,1
"du Nord -
Pas-de-Calais",LOC,1
"Joël
BAFCOP",PER,1
Sandra MURAD,PER,1
Pascale BRENET,PER,1
"Centre d'Histoire des entreprises du Nord -
Pas-de-Calais",ORG,1
Bonduelle,LOC,1
Claeys-Luck,LOC,1
Decobecq,LOC,1
Dickson-Constant,PER,1
Reydel,MISC,1
Neu,LOC,1
"Banque
Joire",ORG,1
Archives municipales de Tourcoing,ORG,1
Société Générale,ORG,1
Archives,LOC,1
Archives départementales du Nord,MISC,1
Colloque international sur,MISC,1
M.S.H.,MISC,1
Mémoires de l'industrie textile,MISC,1
Chercheurs lillois,MISC,1
Equipe du CRITS,ORG,1
IRESCO-CNRS,ORG,1
Région Lorraine,LOC,1
CANTERBURY-LILLE,LOC,1
Michèle BREillLLARD,PER,1
Vincent COUSSIRAT,PER,1
LEPUR,ORG,1
Martine CLIQUENNOIS,PER,1
Christophe MASSE,PER,1
Alain V Al'JTROYS,PER,1
Programme,PER,1
Université de Canterbury,ORG,1
Ohjectifs,MISC,1
C.E.E.,LOC,1
"Michel
LANGRAND",PER,1
Etats respectifs,MISC,1
Le Programme Scientifique de l'IFRESI,MISC,1
Projet arrêté,MISC,1
ITA prévues,MISC,1
Institut Fédératif-,ORG,1
Convention C.N.R.S. 1 Région Nord,MISC,1
Convention C.N.R.S. 1 Universités,MISC,1
"Institut
-composition et compétences du Conseil d'Institut",ORG,1
"Institut
Personnels",ORG,1
KAPUSTA,ORG,1
LAB.GEO.HUM.LILLE,LOC,1
KOSTRUBIEC B.,LOC,1
LAB.GEO.HUM,LOC,1
LUCHAIRE Y.,PER,1
MANGIN v.,LOC,1
"MARCOU G. M.C.,D.E",PER,1
"U.A N""362",ORG,1
MEGANCK G.,PER,1
MICHEL J. M.C.,MISC,1
MURAD,ORG,1
OOER,ORG,1
RAHMAN lA N. M.A. UNIV,MISC,1
RENARD J-P. M.C. LAB.GEO.HUM,ORG,1
SAD SAOUD H.,ORG,1
DUVAUROUX D.,PER,1
SYSSAU J-L.,LOC,1
TABARNOUST D.,PER,1
THIEBAULT J,LOC,1
THUMERELLE P-J.,LOC,1
CART J-P. C.A.,ORG,1
VAILLANT J-P. M.C.,LOC,1
VALENCIENNES,MISC,1
VA NDENDRIESSCHE,ORG,1
VANTROYS,ORG,1
VERMELLE M-,LOC,1
ZEROULOU z.,LOC,1
PRENOM,MISC,1
ADAM H.,PER,1
C. U.A W345,PER,1
AM MEUX,MISC,1
BAC ART L.,ORG,1
BAICHERE c. I.E,LOC,1
J-P. A. LAB.GEO.HUM,LOC,1
BRENET,MISC,1
N. C.A.,MISC,1
LARU-I.D.N,MISC,1
COUSSIRAT,ORG,1
CUKROWlCZ H. C.A.,MISC,1
DAV I,MISC,1
"DELAUNAY J-C. M.C.,D.E U.A",LOC,1
DELPIERRE M. lng,ORG,1
MALS,MISC,1
T. A.,PER,1
BAR,MISC,1
"c. M.C.,D.E",PER,1
BAR E.,MISC,1
BUS A. A. UNIV,PER,1
EECKHOUDT L.,PER,1
G. Agr,PER,1
Dét,LOC,1
FEUTRIE M. M.C.,MISC,1
FOU,ORG,1
GA VOT,LOC,1
JES,MISC,1
S E,LOC,1
C;\1§ i.F.?l,PER,1
"MC :Maitre de
Conférences",MISC,1
Mathématique,LOC,1
Sociologie-,LOC,1
Sciences du Droit,MISC,1
Sciences du Politique,MISC,1
"CONVIE!N1'1J""~ON C.N.R.SJRIEG",MISC,1
OINI,ORG,1
"CONSEIL REGIONAL
",ORG,1
HAl,MISC,1
Réf,PER,1
Technologie 59650,MISC,1
CEDEX,ORG,1
DM,ORG,1
"CG
Monsieur",ORG,1
réali>;:~tton,PER,1
Institut de Recherche sur les Economies et les Sociétés Industrielle,ORG,1
Cc,LOC,1
Recherche SCientifique,MISC,1
EYRE,MISC,1
Cab1net,LOC,1
Conseil Rfg,LOC,1
Square Monsson B P 2035-5901-4 Ldle C::de-c,ORG,1
Tél L:!OJ 57 :w 2,MISC,1
Té-le'{ l~f,MISC,1
COPIE,ORG,1
"CONVENTION
Entre",ORG,1
Centre National de la Recherche Scient1f1que,ORG,1
Rég1on Nord - Pas-de-Calais,LOC,1
"Institut de
Recherche sur les Economies et les SoCiétés Industrielles",ORG,1
Convention Générale de coopérat1on,ORG,1
"Centre
National de la Recherche Scienufique",ORG,1
"Contrat de Plan Particulier ""Recherche",MISC,1
LJLLE,LOC,1
Recherche sur les Economies et les Sociétés Industrielles,MISC,1
ARTICLE 2 : Mission de l'Institut,MISC,1
Impact,PER,1
"Institut :
Cet Institut",ORG,1
"Etablissements d'Enseignement Supérieur du Nord
Pas-de-Calai~",MISC,1
équ1pes membre~,MISC,1
Consed Régional du Nord,LOC,1
Comtté,MISC,1
ARTICLE 5,MISC,1
Apport,LOC,1
Je C.N.R.S. s'engage,MISC,1
de LILLE,LOC,1
Institut telles,ORG,1
J'ARTICLE 2,LOC,1
B. D. 1,PER,1
Mattrise,LOC,1
a.s.surée,LOC,1
Régton,LOC,1
wn !,MISC,1
Je C.N.R.S.,MISC,1
Lots de Finances,MISC,1
Rég1on,LOC,1
"Je contrat particulier pourra être résilié
suivant les dispositions de l'",MISC,1
Ja,PER,1
AR TlCLE,MISC,1
finan,LOC,1
"Il,
",MISC,1
morJfs,LOC,1
Mmistère,LOC,1
Bureau,ORG,1
Conseil Régional Le Préfet,ORG,1
"Commissaire de la
du Nord - Pas-de-Calais",MISC,1
"t""~e-Cal~",PER,1
Noël,MISC,1
Le D'irect#eur Généra,MISC,1
c~,LOC,1
CONVENTION,MISC,1
"Directeur Général
d'une part",MISC,1
L'Université des Sciences et Techniques de LILLE,ORG,1
L'Université de LILLE II,ORG,1
L'Université de LILLE III,ORG,1
L'Université de Valenciennes et du,ORG,1
Hainaut-Cambresis,LOC,1
La Fédération,ORG,1
Polytechnique de LILLE,LOC,1
La Décision,MISC,1
Général,PER,1
La décision n°l32/84 du 23/07/1984 modifiée,MISC,1
n•47/85,MISC,1
Ll/03/1985,MISC,1
"Directeur Général
du",MISC,1
Econom1es,LOC,1
ARTICLE 2 MISSIONS,MISC,1
"Etablissements d'Enseignement Supérieur du
NORD-PAS.DE.CALAIS",MISC,1
convent1cn,ORG,1
"Institut développe des thèmes
de recherche qui",ORG,1
Directeur èe 1• r.F.~.E.S.,MISC,1
Conseil de l'Institut,ORG,1
Le Directeur Général du C.N.R.S.,MISC,1
"Directeur Scientifique du Département Sciences de l'Homme
et de la Société,
",MISC,1
"Le Directeur de la Recherche du Ministère de l'Education
Nationale",MISC,1
"Le Président de chaque établissement universitaire co
contractant",MISC,1
Président du,ORG,1
Conseil Régional du,LOC,1
Directeur Général du C.N.R.S.,MISC,1
I. F.,PER,1
Consell,ORG,1
Chargé de !,MISC,1
Administrateur Délégué,MISC,1
Comité de Direction,ORG,1
Directeur Scientifique du Département,MISC,1
"Directeur de
l'Institut",MISC,1
"Institut
""'-
formule des recommandations et des propositions",ORG,1
"Institut
/
'~J
~ v",ORG,1
Directeur sur la base des crédits,MISC,1
Un Conseil d'Institut,ORG,1
"C.~.R.S.
relative aux",ORG,1
Conseils de Laboratoires,MISC,1
"c.~.R.S.
ARTICLE 7",ORG,1
"Directeur et soumise à
l'avis",MISC,1
VALORISATION,MISC,1
modifiable oar,PER,1
Comité ~ational de la Recherche Scientifique,ORG,1
Le Directeur Général,MISC,1
"Président de l'Université
des Sciences et",ORG,1
"Université de
de LILLE II de LILLE III
J. VANLERENBERGHE
",ORG,1
"Fédération
de Valenciennes et du Hainaut Universitaire",LOC,1
"Polytechnique de
Cambresis LILLE",LOC,1
M.;7,MISC,1
PORTANT CREATION,MISC,1
EQUIPES EXERCANT,MISC,1
TOUT OU PARTIE,MISC,1
Centre Lillois de Recherches U. S. T. L,LOC,1
C. N. R. S.,PER,1
Centre de Recherches Administratives,ORG,1
"RS
Politiques et Sociales",ORG,1
Centre de REcherches,ORG,1
"Allemagne U.'J.H.C.
",LOC,1
"Contemporaine
",ORG,1
Firme U,ORG,1
S. T. L. /C. N. R. S.,PER,1
Histoire Moderne,PER,1
RS,ORG,1
Laboratoire de Recherches Economiques F.U.P.L./C.N.R.S.,ORG,1
CONVENTION PORTANT CREATION,MISC,1
H'RESI,LOC,1
Les Universités,MISC,1
IFRESI Jn,MISC,1
U.S.T.L. 10,MISC,1
LILLE II,MISC,1
LILLE III 5 000 HT,MISC,1
u.v.u.c,MISC,1
"HT
Conformément",ORG,1
"Universités du
Nord",ORG,1
pas-de-Calais,LOC,1
05/09/83 du Dirtecteur,MISC,1
Conseils de Laboratoire,MISC,1
Formations constitutives,ORG,1
collège des ITA affecté à l'Institut,LOC,1
"Comité National de la
recherche scientifique",ORG,1
Conseil de Laboratoire,ORG,1
B/ Conformément,PER,1
Directeur Général du,MISC,1
Directeur de l'unité à l'intention du comité de direction,MISC,1
Le Conseil d'Institut,ORG,1
CR UA362,ORG,1
Albert,PER,1
Pierre) p Lab,MISC,1
Francis,ORG,1
UA362,MISC,1
Isabelle,PER,1
UA936,PER,1
Jean Pierre) CR,PER,1
MC Lab,PER,1
PREZ,LOC,1
CR UA345,ORG,1
GAV,MISC,1
Gérard),PER,1
Patrice,ORG,1
Hans,LOC,1
CRAC Valen,PER,1
Pierre),MISC,1
UA982 37,ORG,1
P Détaché,LOC,1
Louis),PER,1
Pierre Jean,PER,1
Pierre) MC CRAC Valen,MISC,1
Christian Marie) MC,PER,1
JtRECT,MISC,1
C~,LOC,1
Pierre Marie,PER,1
"Secrétaire Général
MONSEUR",LOC,1
"SARt Secrétaire
",PER,1
C[ENT[JF[QUE,ORG,1
"SOCIETES INDUSTRIELLES
G0004",MISC,1
ID.!roMITI NATIONAL I2.U,ORG,1
Sociologie-DémogTaphie,ORG,1
Sciences du Politique,ORG,1
Histoires et Civilisations modernes,MISC,1
Trouvère59650 VILLENEUVE D',MISC,1
INSTITUT FEDERATIF DE RECHERCHE,ORG,1
DEUXIEME PARTIE,MISC,1
Implantation provisoire,MISC,1
BILAN SOENTIFIQUE,MISC,1
I.2,LOC,1
II.L,LOC,1
II.4,ORG,1
III.l,LOC,1
III.2,LOC,1
IV.l,MISC,1
V. Autres,MISC,1
p.l23,MISC,1
I. Dynamique,PER,1
"p.l49
VII",ORG,1
p.l63,MISC,1
XI,MISC,1
p.l69,ORG,1
li'l!J'll' IFlEiDiEIFiA ',ORG,1
ll',MISC,1
JE IIn,ORG,1
Hl!B,ORG,1
LIB§,LOC,1
CONSTITUDYES,MISC,1
FORMULE INSDDmONNELLE,ORG,1
Techniques de Ulle-Fiandre-Artois,PER,1
Sciences Soàales,ORG,1
Uile ID,MISC,1
Université de Valenàennes-Hainaut-Cambrésis,ORG,1
Polytechnique de Ulle,PER,1
nommls,MISC,1
pGrtie,MISC,1
"Etablissements d'Enseignement Supérieur du
Nord/Pas-de-Cillais signatllires de Ill",MISC,1
Djscjplines,LOC,1
URA,LOC,1
"Contemporaine Sciences Social
",ORG,1
Université de Lille 1/,ORG,1
"J'espace
Laboratoire de Recherches Fédération",MISC,1
"Sciences de J'Economie
Enmomiqui",ORG,1
'S,LOC,1
Un très large travail de consultations,MISC,1
Programme de recherche de l'Institut,ORG,1
PERIODE,MISC,1
COUVERTE,MISC,1
PRESENT RAPPORT,MISC,1
"Je
bâtiment à construire",MISC,1
touteloi~,MISC,1
Programme défini,ORG,1
PMI 1,ORG,1
li.r.m,PER,1
Agricultur~.J,LOC,1
Qy.!l~.mjque J:k,MISC,1
"PQp_ulations,9_~.J?-'U'S",PER,1
I'Euro~,PER,1
"ID!
Nord-Ouest",MISC,1
Pas-de-Calajs,LOC,1
IJ.!:I~-·~·n!l!J.~.Qe,MISC,1
J.ng~~,ORG,1
Houille,LOC,1
Industries Houmères,LOC,1
Unanimes,LOC,1
Sciences Physiques pour l'Ingénieur,ORG,1
JO,PER,1
dinS,ORG,1
I'I.E.R.E.S.I.,LOC,1
Rapport 1987,MISC,1
eUectivement tenues les 26,MISC,1
Infra,PER,1
Programme 1986,ORG,1
Centre d'Histoire des Entreprises,ORG,1
Troisième partie,MISC,1
lill,MISC,1
Journées IFRESJ,MISC,1
Quatrième Partie,ORG,1
I'JFRESI,PER,1
l'Ingénieur,LOC,1
Troisième Partie,MISC,1
Opération 1.5,MISC,1
IFRESI-IRESCO,MISC,1
"I'JFRESI :
- Le Centre d'Histoire de la Ré~ion du Nord",MISC,1
Laboratoire d'Economie Publique,PER,1
Laboratoire d'Aménagement Rural,ORG,1
PIRTTEM-CNRS d'Economie du Travail,ORG,1
L'Entreprise,ORG,1
SocioloKie du Travail,ORG,1
Europe du Nord-üuest,LOC,1
Jean Paul TRICART,PER,1
Jeunesses et politiques de la jeunesse,ORG,1
Jeunesses et Sociétés,ORG,1
M. DELPIERRE,MISC,1
d. Bilan,PER,1
Doctorat-Ingénieur,LOC,1
Pierre-Marie,ORG,1
Ingénieur d'Etude,ORG,1
Secrétaire d'Administration de la Recherche,MISC,1
"Secrétaire
stagiaire stabilisée",MISC,1
Directeur à plein temps,MISC,1
Gestion générale,ORG,1
USTL-FA,ORG,1
Direction de la Recherche du Ministère de l'Education Nationale,ORG,1
"Institut dans
l'attente de l'entrée",ORG,1
"Institut
la cellule",ORG,1
J'USTL-FA,MISC,1
"Comité
Franco-Britannique",ORG,1
Directeur et le Conseil de l'Institut,MISC,1
Docteur Ingénieur,MISC,1
Iii,PER,1
Logiciels,PER,1
I'JFRESJ,PER,1
Ingénierie Régionale,ORG,1
Administrateur Délégué,PER,1
Premières Journées,ORG,1
"B. Vers une implication plus directe dans la recherche
",MISC,1
Prestation,LOC,1
Macintosh,MISC,1
PC-Macintosh,MISC,1
Macintosh-PC,MISC,1
"Ministère de
l'Education Nationale",ORG,1
Préfecture de la Région Nord- Pas-de-Calais,LOC,1
~~:raphique,MISC,1
PC,MISC,1
MAC,MISC,1
Intel 386,MISC,1
"Science politique
",ORG,1
Représentation cartographique de résultats électoraux,ORG,1
"Economie
",PER,1
Représentation cartographique,ORG,1
BDSP,MISC,1
POS,LOC,1
AO,ORG,1
"Conclusion
La Cellule",ORG,1
LANTATION,MISC,1
REALISATION DE L'IMPLANTATION,ORG,1
DEFINITIVE,ORG,1
micro·informatique,MISC,1
"Conseil
Régional du Nord",ORG,1
Direction Scientifique,ORG,1
TROISJEME P,LOC,1
"Patrice
GREVET",PER,1
Destructurations,ORG,1
Récapitulation,LOC,1
LEDUCQ,ORG,1
lOJJF,ORG,1
IPJ~\QllDJl!JÇ]'J[<O,MISC,1
"lF.l~\lf][tr:J~f~.
JP'(C}ll!",MISC,1
Affirmer,PER,1
ACIIYITES,MISC,1
Cllrllctériser,LOC,1
IIJ'paraissmt,ORG,1
GR EV,LOC,1
structun•s,LOC,1
productri••·s,LOC,1
gra11tlcs,MISC,1
ford,ORG,1
m11is,MISC,1
tang,MISC,1
tatrarrr,MISC,1
J. GERSHUNY,PER,1
mt'surc uri rwe d.:s,LOC,1
produdw11,MISC,1
"t!vrd,·mmt•nt",LOC,1
Votjués,LOC,1
so11,LOC,1
llllll/'TlS daus,PER,1
'',ORG,1
san tt,LOC,1
indit•idus,MISC,1
tr11vail,LOC,1
U de la micro-économie,ORG,1
mait~,LOC,1
cmrtrairt•s,ORG,1
François STANKIEWICZ t•a,PER,1
J'hénomhrcs,LOC,1
interne-externe,LOC,1
SIIIIJriiJI,ORG,1
infriJ,LOC,1
délocllliSIItion,MISC,1
restructuratiOn,ORG,1
Jeux,MISC,1
Regwn,LOC,1
Est-CambréSIS,LOC,1
boulet•ersements,LOC,1
CONVERT-PINET,ORG,1
NNN,ORG,1
a11,LOC,1
"J'entreprise que l'adéquation problématique d'un grand
nombre d'instruments financiers et de critères de gestion",MISC,1
"/ournt',·~ IFRESI",ORG,1
Economie de la Firme,PER,1
le~ W!Îis,MISC,1
atio11 ou délocalisatinn,MISC,1
salain•s,LOC,1
t;ltlf'C,MISC,1
nil,LOC,1
br11nches,LOC,1
Ill locllliSillion,MISC,1
Cllractérisliques locales,LOC,1
manAgement,ORG,1
IHJe,MISC,1
relAtive,ORG,1
e11,ORG,1
"Pôle
lngeniérie",LOC,1
Pédagogique,LOC,1
Unités de recherche-PME,MISC,1
Partis,LOC,1
Chambres dt Commerce,MISC,1
"Centres de
Ressources et de Formation",LOC,1
Réseau Réiional,MISC,1
CAOICFAO,MISC,1
Biseau,LOC,1
Tn~nsformation du financement public des PM E,MISC,1
"Je
cadre d'une mutation très rapide des technologies et des savoirs et savoir-faire",MISC,1
EVALUATION EN lEU,ORG,1
MUIATIONS ACTUELLES,ORG,1
IERESI,ORG,1
François STANKIEWJCZ,PER,1
Je marché ne s'est pas t'vanoui,MISC,1
J'entreprise,MISC,1
JUrest,MISC,1
"Il l'intérieur
de l'entreprise",MISC,1
s'11pprovisionn11nt,MISC,1
frAction,MISC,1
mArché,LOC,1
no~~t,LOC,1
f11bric11tion,ORG,1
chAngement,MISC,1
ipr 3,MISC,1
SAILLY,ORG,1
CRESGE-U.BORES,ORG,1
Il mesurer,MISC,1
consensuelle,MISC,1
Martine Lemattre,PER,1
Franck Moulaert,PER,1
"Université
du Pays de Galle",ORG,1
envisag~,PER,1
coQts,MISC,1
I'ESE,MISC,1
I'EAE,PER,1
NAP,ORG,1
- M.Lemattre,PER,1
Communication aux journées de l'IFRESI,MISC,1
DES ACDVITES,MISC,1
"INTERPRETATION THEORIQUE
L.A.S.T.-C.L.E.R.S.E.",ORG,1
"Mutations
",ORG,1
LAsn,LOC,1
Florence CAIRICE,PER,1
Youssef CHIKHAOUI,PER,1
M'hamed Faïz GALLOUJ,MISC,1
"New
York",LOC,1
Tom ELFRING,MISC,1
Erasmus University,ORG,1
Exposé,MISC,1
Décembre 1986,PER,1
"The Functions of
services and the theoretical approach to national and international dassifications",MISC,1
Européen Johns,PER,1
"Ministère de la
44
Recherche",ORG,1
Cahiers ERMES no 2,MISC,1
b-,ORG,1
S.C.,LOC,1
ERME5-Commissariat Général du Plan,LOC,1
Chap,LOC,1
la Tunisie,LOC,1
Enoncée,ORG,1
"de
Février",LOC,1
Travail du Ministère de la Recherche,MISC,1
"J'ensemble des
travaux projetés",MISC,1
Jean-claude Delaunay,PER,1
C!Jiude,MISC,1
Les enj.eux de la socittt de service,MISC,1
"Fondation Nationale des Sciences
Politiques",ORG,1
C. Delaunay,PER,1
"Général du
Plan",PER,1
Olercheurs,LOC,1
F. MouiHrt,PER,1
T. Elfring,PER,1
